Age,Gender,Skill_Level,Play_Time,Location,Win_Rate,Total_Matches_Played,Favorite_Court_Type,Average_Match_Duration,Coach_Affiliation,Rating_Score
24,Male,Professional,Evening,Qatar,56,230,Any,53,Yes,1127
23,Male,Beginner,Afternoon,Argentina,32,482,Outdoor,100,No,1905
23,Male,Intermediate,Afternoon,United States,39,373,Outdoor,37,No,2283
31,Female,Beginner,Morning,Sweden,61,272,Any,90,Yes,1734
19,Female,Intermediate,Evening,Saudi Arabia,89,405,Outdoor,83,Yes,2109
53,Male,Professional,Afternoon,Denmark,34,195,Any,60,No,2440
27,Male,Professional,Evening,United Arab Emirates,81,60,Any,43,Yes,2411
27,Male,Advanced,Morning,Spain,53,394,Indoor,63,Yes,2071
47,Male,Intermediate,Evening,Lebanon,86,374,Outdoor,39,Yes,1179
27,Female,Advanced,Afternoon,Sweden,66,310,Any,105,No,1904
23,Female,Beginner,Evening,Mexico,55,248,Any,115,No,2296
41,Female,Professional,Evening,France,81,188,Any,89,Yes,1440
38,Male,Professional,Evening,United States,59,436,Any,41,No,1551
37,Female,Intermediate,Afternoon,Germany,38,448,Any,83,No,1207
55,Male,Advanced,Afternoon,United Arab Emirates,54,138,Indoor,42,Yes,1434
39,Male,Intermediate,Afternoon,Brazil,81,432,Any,89,Yes,2209
47,Male,Advanced,Afternoon,United Kingdom,82,264,Outdoor,57,Yes,1942
53,Female,Professional,Afternoon,Denmark,47,24,Outdoor,71,No,1339
25,Male,Intermediate,Evening,Sweden,89,25,Outdoor,88,No,1333
48,Male,Intermediate,Evening,Chile,36,37,Any,119,No,2226
54,Male,Professional,Evening,Netherlands,46,343,Outdoor,111,No,2060
51,Female,Beginner,Afternoon,Belgium,51,201,Indoor,66,No,2321
52,Female,Intermediate,Morning,Italy,86,65,Indoor,36,Yes,2470
33,Female,Intermediate,Morning,United Kingdom,82,499,Outdoor,118,No,2472
54,Female,Beginner,Evening,Qatar,32,316,Outdoor,96,No,1602
39,Male,Beginner,Afternoon,Finland,52,152,Any,32,No,1060
41,Male,Professional,Evening,Italy,66,87,Any,60,No,1742
43,Male,Advanced,Evening,Chile,55,370,Any,105,No,1539
53,Male,Intermediate,Morning,Finland,54,226,Outdoor,43,No,2189
45,Male,Beginner,Evening,United States,64,188,Any,44,Yes,2284
25,Male,Beginner,Morning,United States,30,397,Outdoor,44,Yes,2269
44,Female,Advanced,Morning,Portugal,86,185,Any,105,Yes,1056
22,Male,Advanced,Evening,France,79,33,Indoor,110,Yes,1236
48,Male,Intermediate,Afternoon,Denmark,60,359,Outdoor,31,No,2447
28,Male,Beginner,Morning,United Kingdom,70,244,Outdoor,86,No,1360
23,Female,Intermediate,Afternoon,Denmark,83,57,Any,77,Yes,2056
27,Male,Beginner,Evening,Finland,86,442,Any,94,Yes,2286
31,Male,Beginner,Afternoon,Brazil,71,488,Indoor,107,Yes,2036
42,Female,Advanced,Evening,Netherlands,39,445,Outdoor,56,No,1280
40,Female,Beginner,Morning,Chile,58,104,Outdoor,94,Yes,1777
45,Female,Professional,Afternoon,Italy,42,405,Any,89,Yes,1217
33,Female,Professional,Evening,Argentina,59,132,Outdoor,102,No,1394
27,Female,Intermediate,Evening,Spain,39,357,Outdoor,84,No,1711
39,Female,Advanced,Morning,Belgium,36,247,Outdoor,98,No,1460
20,Male,Advanced,Evening,United Arab Emirates,64,34,Indoor,30,No,2178
53,Male,Intermediate,Morning,Spain,66,226,Indoor,88,Yes,2274
50,Male,Advanced,Afternoon,Qatar,62,350,Indoor,43,Yes,1683
36,Female,Advanced,Evening,Argentina,85,462,Outdoor,52,Yes,1171
26,Female,Beginner,Afternoon,Mexico,87,456,Indoor,42,Yes,1748
36,Female,Advanced,Morning,Spain,34,460,Indoor,115,No,1821
27,Female,Intermediate,Evening,Sweden,90,259,Outdoor,101,Yes,1024
43,Female,Professional,Afternoon,Chile,85,126,Outdoor,83,Yes,2203
50,Female,Advanced,Evening,France,68,151,Outdoor,106,No,1013
51,Male,Intermediate,Morning,Chile,85,491,Outdoor,36,Yes,1623
18,Male,Advanced,Afternoon,Lebanon,71,413,Outdoor,119,Yes,2034
21,Female,Beginner,Morning,Denmark,52,19,Outdoor,30,No,1102
51,Male,Advanced,Morning,United Arab Emirates,43,200,Any,103,No,1562
35,Female,Professional,Morning,Lebanon,48,273,Outdoor,90,No,1767
48,Female,Intermediate,Evening,France,36,345,Indoor,76,No,1310
55,Female,Advanced,Morning,Sweden,49,493,Any,56,No,1657
20,Male,Beginner,Evening,Argentina,70,175,Indoor,63,No,1736
34,Female,Professional,Afternoon,Netherlands,90,442,Outdoor,113,Yes,2267
32,Female,Beginner,Afternoon,Germany,85,44,Any,54,Yes,1787
53,Female,Professional,Evening,Finland,45,31,Indoor,35,No,2213
31,Female,Advanced,Afternoon,Qatar,71,394,Indoor,99,No,1617
21,Male,Intermediate,Afternoon,Mexico,56,393,Indoor,102,No,1585
33,Male,Intermediate,Evening,Sweden,58,181,Outdoor,107,No,2060
19,Female,Advanced,Morning,Chile,62,470,Indoor,104,Yes,1035
37,Male,Advanced,Morning,Spain,61,90,Outdoor,67,Yes,1526
46,Male,Professional,Morning,France,39,219,Outdoor,67,Yes,1493
38,Male,Intermediate,Evening,Brazil,47,57,Any,71,No,1401
26,Female,Professional,Afternoon,Belgium,52,430,Indoor,113,Yes,2381
28,Female,Intermediate,Evening,Lebanon,31,205,Indoor,59,No,1071
29,Male,Intermediate,Morning,Belgium,34,417,Outdoor,62,No,1466
29,Female,Advanced,Morning,Lebanon,84,115,Any,80,No,1099
50,Male,Beginner,Morning,United Arab Emirates,62,298,Indoor,38,Yes,2159
30,Male,Advanced,Afternoon,Netherlands,43,303,Indoor,43,No,2187
28,Male,Intermediate,Afternoon,Italy,35,93,Indoor,65,No,1515
42,Male,Beginner,Morning,Argentina,82,52,Indoor,58,Yes,2113
40,Female,Beginner,Morning,Sweden,69,43,Indoor,73,No,2299
31,Female,Professional,Afternoon,Brazil,34,200,Indoor,115,No,1345
33,Male,Intermediate,Afternoon,Belgium,43,441,Any,65,No,2495
52,Male,Professional,Morning,Mexico,30,496,Outdoor,45,Yes,1477
41,Male,Professional,Afternoon,Lebanon,57,177,Outdoor,59,Yes,1719
41,Female,Advanced,Morning,Spain,89,498,Indoor,55,No,1520
37,Male,Professional,Morning,Argentina,49,54,Any,57,Yes,1666
30,Male,Professional,Morning,Qatar,76,108,Indoor,77,Yes,2250
40,Female,Intermediate,Afternoon,Saudi Arabia,67,476,Any,95,Yes,2196
53,Female,Advanced,Evening,Portugal,83,139,Outdoor,113,Yes,1024
23,Male,Intermediate,Evening,United Arab Emirates,44,124,Any,47,No,1677
42,Female,Advanced,Afternoon,United Kingdom,30,371,Outdoor,39,Yes,2044
26,Male,Beginner,Morning,Belgium,40,258,Any,112,Yes,2268
21,Male,Intermediate,Evening,France,42,230,Outdoor,109,No,1708
23,Male,Beginner,Morning,Argentina,50,333,Any,69,No,1229
18,Female,Beginner,Afternoon,Italy,76,116,Outdoor,63,No,1769
54,Female,Professional,Evening,Lebanon,72,238,Indoor,60,Yes,2448
22,Female,Intermediate,Morning,Netherlands,43,358,Outdoor,110,No,1182
20,Male,Advanced,Evening,Finland,39,26,Any,46,Yes,2354
50,Male,Advanced,Evening,Mexico,69,117,Outdoor,103,No,1726
26,Male,Professional,Afternoon,Qatar,47,210,Outdoor,50,Yes,1709
52,Male,Intermediate,Morning,Portugal,61,497,Outdoor,65,Yes,1541
21,Female,Intermediate,Morning,Lebanon,48,188,Any,44,No,1354
35,Male,Advanced,Evening,Spain,35,238,Any,87,No,2266
19,Male,Beginner,Evening,United States,41,229,Outdoor,93,Yes,1990
33,Male,Professional,Afternoon,Spain,57,26,Indoor,53,No,1993
22,Female,Professional,Afternoon,Mexico,63,22,Outdoor,60,No,2252
52,Female,Professional,Afternoon,Lebanon,81,439,Indoor,96,No,2199
48,Female,Professional,Afternoon,United Arab Emirates,86,290,Indoor,112,No,1458
27,Female,Intermediate,Evening,United Kingdom,72,405,Any,49,Yes,1868
29,Male,Beginner,Morning,Finland,38,417,Any,110,Yes,1361
51,Male,Intermediate,Afternoon,Argentina,76,398,Any,64,Yes,1588
19,Male,Professional,Evening,United Kingdom,51,260,Any,42,No,2482
38,Male,Beginner,Morning,Portugal,60,343,Any,111,No,2121
49,Male,Beginner,Evening,Argentina,65,145,Indoor,81,No,1764
27,Male,Advanced,Afternoon,Italy,36,249,Outdoor,47,Yes,1780
25,Male,Intermediate,Afternoon,France,58,106,Indoor,70,Yes,1581
40,Male,Advanced,Afternoon,Netherlands,31,154,Outdoor,79,Yes,1273
18,Female,Intermediate,Morning,Argentina,40,339,Any,100,Yes,1052
38,Male,Professional,Afternoon,Finland,89,237,Outdoor,30,Yes,2061
18,Male,Intermediate,Evening,Lebanon,76,329,Outdoor,83,Yes,1077
26,Female,Professional,Afternoon,Germany,65,290,Any,50,Yes,2137
29,Female,Beginner,Afternoon,United Arab Emirates,36,459,Any,54,No,2100
29,Male,Professional,Evening,Mexico,88,396,Outdoor,70,No,1486
25,Female,Professional,Afternoon,Sweden,55,63,Indoor,46,No,2490
51,Male,Professional,Afternoon,Belgium,37,467,Indoor,66,Yes,1853
19,Female,Advanced,Morning,Belgium,52,428,Any,40,No,1176
22,Male,Intermediate,Morning,Chile,87,259,Outdoor,90,No,1347
41,Male,Intermediate,Evening,United Kingdom,63,339,Outdoor,57,Yes,1926
36,Female,Intermediate,Evening,United Arab Emirates,37,294,Outdoor,43,Yes,1760
28,Female,Intermediate,Afternoon,Finland,60,226,Outdoor,72,No,1025
29,Male,Professional,Morning,Germany,54,98,Indoor,92,Yes,2186
38,Female,Professional,Evening,Spain,78,330,Any,99,No,1775
31,Female,Beginner,Afternoon,Spain,78,54,Outdoor,60,Yes,2113
18,Male,Intermediate,Morning,Argentina,85,225,Any,37,Yes,1612
37,Female,Beginner,Afternoon,Denmark,31,99,Indoor,114,Yes,1064
34,Male,Intermediate,Evening,Italy,64,472,Any,64,No,2235
51,Female,Advanced,Morning,Lebanon,34,394,Any,79,No,1329
25,Female,Professional,Afternoon,Chile,76,380,Indoor,56,Yes,1650
34,Male,Beginner,Morning,Finland,90,61,Any,114,Yes,1773
37,Female,Beginner,Morning,United States,53,129,Outdoor,66,No,2382
52,Male,Intermediate,Evening,Finland,56,295,Any,98,No,1508
27,Female,Beginner,Morning,Denmark,63,411,Outdoor,88,Yes,1868
50,Male,Advanced,Evening,Denmark,74,222,Indoor,102,Yes,2040
28,Female,Intermediate,Morning,United Kingdom,38,73,Indoor,33,No,1071
42,Male,Intermediate,Morning,Germany,79,353,Any,63,No,1692
23,Male,Advanced,Evening,Mexico,67,132,Indoor,77,Yes,1231
43,Male,Professional,Evening,Qatar,31,237,Any,84,Yes,2105
47,Female,Intermediate,Morning,Netherlands,75,28,Outdoor,112,Yes,1399
54,Male,Professional,Morning,Portugal,70,113,Any,64,Yes,1991
45,Female,Intermediate,Afternoon,Saudi Arabia,69,94,Indoor,32,Yes,2041
35,Male,Intermediate,Evening,Italy,79,122,Outdoor,51,No,1616
51,Male,Advanced,Evening,Mexico,68,410,Any,112,No,1451
51,Female,Professional,Evening,Mexico,59,258,Any,66,Yes,1268
35,Female,Beginner,Afternoon,Brazil,67,100,Indoor,120,No,2293
47,Female,Intermediate,Evening,Sweden,75,18,Indoor,81,No,2320
27,Male,Advanced,Afternoon,France,81,117,Any,111,No,1461
30,Female,Intermediate,Evening,United States,89,180,Outdoor,31,No,2476
23,Male,Beginner,Afternoon,Mexico,53,404,Any,104,No,1846
30,Male,Professional,Evening,Mexico,90,330,Indoor,39,Yes,1390
30,Male,Advanced,Evening,Qatar,81,428,Any,79,Yes,1936
45,Female,Advanced,Evening,Denmark,36,10,Outdoor,95,Yes,1102
33,Male,Advanced,Evening,Spain,76,20,Outdoor,57,Yes,1531
22,Female,Advanced,Morning,United States,73,68,Indoor,70,No,1442
36,Female,Professional,Morning,Argentina,74,294,Outdoor,67,Yes,1673
46,Female,Professional,Afternoon,Finland,76,183,Indoor,53,Yes,1509
23,Female,Beginner,Morning,Qatar,41,164,Indoor,52,Yes,1806
42,Female,Professional,Afternoon,United Kingdom,37,425,Indoor,64,Yes,1380
29,Male,Advanced,Morning,Portugal,54,188,Outdoor,108,Yes,1911
37,Female,Intermediate,Morning,United Arab Emirates,49,80,Outdoor,74,Yes,1669
43,Male,Intermediate,Afternoon,Italy,47,245,Any,109,No,1601
40,Female,Intermediate,Evening,Portugal,53,37,Indoor,108,No,2039
25,Female,Advanced,Evening,United States,41,63,Outdoor,70,No,2212
49,Male,Professional,Afternoon,Denmark,55,255,Any,39,No,1623
50,Female,Professional,Morning,Mexico,60,117,Any,43,Yes,2456
18,Male,Beginner,Morning,Brazil,49,200,Outdoor,33,No,1937
46,Male,Professional,Morning,Brazil,34,203,Outdoor,52,Yes,1547
29,Female,Intermediate,Morning,Qatar,75,164,Any,60,No,1114
24,Male,Professional,Afternoon,Argentina,66,72,Outdoor,85,No,1271
28,Male,Advanced,Evening,Qatar,50,184,Outdoor,64,Yes,1997
36,Female,Intermediate,Afternoon,Lebanon,50,461,Indoor,99,No,2038
42,Male,Beginner,Morning,United Kingdom,48,432,Any,40,No,2412
26,Male,Intermediate,Evening,Saudi Arabia,70,271,Outdoor,110,No,2170
55,Male,Professional,Morning,Finland,66,77,Outdoor,38,Yes,2295
48,Male,Beginner,Afternoon,Finland,62,263,Any,77,No,2024
44,Female,Beginner,Afternoon,Argentina,48,103,Outdoor,114,Yes,2430
49,Male,Advanced,Evening,Finland,83,142,Indoor,92,No,1849
24,Male,Professional,Afternoon,United Arab Emirates,43,338,Indoor,86,No,1885
18,Female,Advanced,Evening,Denmark,67,37,Any,55,No,2353
50,Male,Advanced,Evening,Qatar,62,220,Any,89,No,2122
43,Male,Professional,Afternoon,Finland,45,94,Any,60,Yes,1088
36,Female,Advanced,Evening,Saudi Arabia,80,444,Indoor,46,No,2034
26,Female,Beginner,Evening,Mexico,44,492,Any,34,Yes,2009
22,Male,Intermediate,Morning,France,44,388,Any,87,Yes,1388
18,Male,Beginner,Evening,Germany,60,404,Outdoor,94,Yes,2192
40,Female,Beginner,Afternoon,Lebanon,63,86,Any,107,No,1265
44,Male,Professional,Afternoon,Sweden,85,20,Any,45,No,1124
18,Male,Advanced,Afternoon,Belgium,51,206,Indoor,79,No,1557
40,Male,Intermediate,Evening,Chile,40,150,Any,34,No,2305
54,Female,Advanced,Afternoon,Qatar,54,208,Indoor,75,No,1102
45,Female,Professional,Evening,Argentina,75,142,Indoor,80,Yes,2204
51,Female,Beginner,Afternoon,Lebanon,70,190,Outdoor,74,No,2462
36,Male,Professional,Morning,Spain,50,480,Indoor,57,Yes,2488
44,Male,Advanced,Morning,Argentina,84,200,Any,53,No,1270
52,Male,Intermediate,Afternoon,France,76,316,Indoor,49,Yes,2040
20,Female,Beginner,Afternoon,Qatar,89,440,Outdoor,51,No,2411
27,Male,Beginner,Evening,Saudi Arabia,51,165,Indoor,38,No,1377
48,Male,Intermediate,Afternoon,Argentina,55,217,Any,71,Yes,1787
26,Female,Beginner,Evening,Saudi Arabia,75,69,Any,105,No,1830
33,Male,Intermediate,Morning,Argentina,35,305,Indoor,74,Yes,2251
32,Female,Beginner,Morning,Qatar,48,389,Any,82,No,2150
47,Male,Advanced,Morning,Denmark,52,66,Indoor,96,No,1010
20,Female,Beginner,Evening,United States,79,262,Outdoor,84,No,2182
19,Male,Intermediate,Evening,Belgium,31,157,Any,73,No,2075
45,Female,Beginner,Evening,Saudi Arabia,55,113,Indoor,117,Yes,1842
20,Male,Professional,Morning,Portugal,76,365,Any,58,No,1163
24,Male,Beginner,Morning,Belgium,45,382,Any,103,No,1090
39,Male,Advanced,Evening,Lebanon,80,304,Outdoor,118,No,1068
44,Female,Professional,Morning,Spain,81,17,Any,91,No,1736
55,Male,Beginner,Morning,Lebanon,54,227,Indoor,94,Yes,2283
35,Male,Advanced,Evening,Qatar,75,152,Outdoor,96,Yes,1173
25,Male,Professional,Evening,Denmark,40,33,Outdoor,80,No,1344
42,Female,Advanced,Morning,United Kingdom,69,489,Indoor,107,Yes,2392
49,Female,Advanced,Afternoon,Sweden,70,242,Indoor,53,Yes,1084
30,Female,Beginner,Evening,Germany,65,130,Outdoor,72,Yes,1433
44,Male,Professional,Afternoon,Netherlands,33,329,Any,36,Yes,1171
51,Female,Professional,Morning,Mexico,59,372,Outdoor,118,No,2355
43,Male,Beginner,Afternoon,United Arab Emirates,54,208,Outdoor,98,Yes,1975
44,Male,Intermediate,Evening,Sweden,65,107,Any,94,No,1733
48,Female,Intermediate,Afternoon,Spain,33,67,Any,64,No,2232
42,Female,Professional,Afternoon,United Kingdom,35,446,Outdoor,69,No,1856
19,Female,Beginner,Evening,Brazil,49,201,Any,89,Yes,2171
37,Female,Intermediate,Evening,Portugal,55,366,Outdoor,75,No,2134
49,Male,Professional,Afternoon,France,82,459,Outdoor,48,No,1841
24,Male,Advanced,Morning,Lebanon,41,83,Indoor,68,Yes,1660
31,Female,Professional,Evening,Brazil,47,454,Outdoor,120,Yes,2352
26,Male,Professional,Morning,Chile,47,178,Indoor,86,No,1790
40,Male,Professional,Evening,Italy,58,445,Indoor,94,Yes,1434
54,Male,Advanced,Afternoon,Lebanon,43,251,Any,102,Yes,1810
43,Female,Advanced,Afternoon,Finland,82,266,Indoor,58,Yes,2477
43,Female,Advanced,Evening,Sweden,86,380,Outdoor,92,Yes,1442
53,Male,Advanced,Afternoon,United States,80,101,Indoor,70,Yes,1615
34,Male,Intermediate,Evening,Netherlands,34,225,Indoor,39,Yes,1269
28,Male,Professional,Evening,Italy,63,363,Any,43,No,1971
54,Male,Beginner,Morning,Italy,33,336,Indoor,66,No,2217
50,Female,Beginner,Afternoon,Finland,62,135,Indoor,54,No,1998
34,Female,Beginner,Afternoon,Portugal,51,49,Outdoor,114,Yes,1228
46,Male,Intermediate,Evening,United Arab Emirates,49,353,Any,59,No,2189
36,Male,Professional,Morning,Lebanon,77,465,Any,98,No,1825
26,Male,Beginner,Evening,Belgium,50,118,Outdoor,52,Yes,1862
34,Female,Advanced,Afternoon,Finland,52,127,Indoor,92,Yes,1688
24,Male,Advanced,Morning,Denmark,84,127,Any,85,Yes,1237
35,Female,Advanced,Afternoon,Finland,76,363,Indoor,89,No,1086
50,Female,Advanced,Evening,Germany,88,302,Any,34,No,1804
41,Male,Beginner,Afternoon,France,88,315,Indoor,95,Yes,2265
28,Male,Intermediate,Afternoon,Saudi Arabia,88,406,Outdoor,52,Yes,2375
48,Male,Beginner,Morning,Chile,89,103,Outdoor,40,No,1267
54,Female,Professional,Evening,Spain,42,18,Any,109,No,1083
31,Female,Professional,Afternoon,Spain,61,416,Any,116,No,1271
40,Male,Professional,Morning,United States,59,86,Outdoor,92,No,2381
19,Female,Beginner,Evening,Germany,40,296,Outdoor,50,No,1146
19,Female,Advanced,Evening,Belgium,90,322,Indoor,97,No,1668
21,Male,Advanced,Morning,Italy,76,371,Outdoor,117,Yes,2184
44,Male,Beginner,Morning,Portugal,81,469,Outdoor,74,No,2211
19,Male,Advanced,Evening,Mexico,83,253,Any,100,Yes,2294
55,Female,Beginner,Morning,Portugal,31,41,Outdoor,40,Yes,1272
39,Male,Intermediate,Evening,Lebanon,46,209,Any,68,Yes,1693
36,Female,Advanced,Evening,Sweden,31,139,Any,78,Yes,1701
26,Female,Beginner,Afternoon,Spain,90,349,Any,115,Yes,1390
32,Male,Beginner,Evening,Spain,85,442,Any,54,Yes,2003
54,Female,Professional,Morning,Chile,44,195,Outdoor,56,Yes,1442
32,Female,Intermediate,Afternoon,Chile,69,227,Outdoor,32,No,1004
37,Female,Intermediate,Afternoon,Qatar,89,176,Indoor,82,No,1269
44,Male,Advanced,Morning,Saudi Arabia,65,12,Any,47,No,1109
53,Female,Professional,Evening,Netherlands,46,432,Any,70,Yes,1453
23,Male,Beginner,Evening,Lebanon,54,259,Indoor,73,No,2333
37,Male,Professional,Morning,Denmark,61,389,Outdoor,116,No,1067
46,Male,Advanced,Evening,Saudi Arabia,31,147,Indoor,77,Yes,2441
22,Female,Beginner,Morning,United Arab Emirates,35,106,Indoor,36,No,2285
30,Male,Intermediate,Evening,Denmark,48,290,Indoor,60,No,1243
21,Male,Beginner,Afternoon,Belgium,84,406,Indoor,95,No,1369
41,Male,Professional,Afternoon,Germany,40,464,Outdoor,99,Yes,1638
18,Male,Professional,Afternoon,Denmark,64,92,Any,85,No,1858
44,Male,Intermediate,Morning,France,54,340,Outdoor,116,Yes,1193
42,Male,Intermediate,Morning,Brazil,36,486,Any,59,No,1987
30,Male,Beginner,Morning,Germany,72,337,Any,89,No,1653
38,Female,Advanced,Morning,Spain,78,77,Any,35,No,2212
28,Male,Professional,Evening,Brazil,62,144,Indoor,39,No,1029
50,Male,Beginner,Morning,Portugal,62,82,Outdoor,44,No,1206
55,Female,Beginner,Afternoon,Qatar,51,412,Outdoor,57,No,2337
21,Female,Intermediate,Evening,Spain,68,381,Any,92,Yes,2326
51,Male,Advanced,Morning,Saudi Arabia,80,147,Outdoor,35,No,2298
18,Male,Beginner,Morning,Denmark,61,224,Indoor,37,Yes,1511
55,Female,Professional,Afternoon,Netherlands,58,495,Any,105,No,1845
37,Female,Intermediate,Morning,Italy,65,275,Outdoor,54,Yes,1845
31,Female,Advanced,Evening,Germany,32,342,Any,80,Yes,2330
48,Male,Intermediate,Morning,Chile,81,139,Indoor,107,Yes,1360
21,Female,Advanced,Evening,United Arab Emirates,83,257,Any,113,No,1744
52,Female,Professional,Morning,Spain,40,100,Outdoor,80,Yes,1290
19,Male,Advanced,Evening,France,50,253,Indoor,96,Yes,1534
23,Female,Beginner,Evening,Sweden,32,454,Indoor,46,No,1612
18,Male,Beginner,Morning,Spain,48,432,Indoor,116,No,1701
48,Female,Advanced,Afternoon,United Kingdom,90,440,Any,103,Yes,1792
24,Male,Beginner,Evening,Mexico,82,29,Any,112,Yes,1693
27,Female,Beginner,Morning,Saudi Arabia,64,377,Any,112,Yes,1358
31,Male,Advanced,Evening,Brazil,88,212,Indoor,40,No,2361
27,Male,Advanced,Evening,Italy,84,424,Indoor,58,No,1678
29,Male,Advanced,Evening,Qatar,38,478,Indoor,109,Yes,1629
21,Female,Professional,Evening,France,81,381,Indoor,75,Yes,2077
24,Male,Professional,Afternoon,Belgium,68,266,Outdoor,110,Yes,2468
29,Female,Advanced,Afternoon,Argentina,65,275,Any,44,Yes,1345
35,Male,Beginner,Evening,Argentina,79,272,Any,79,No,1507
29,Male,Advanced,Afternoon,Belgium,82,419,Outdoor,104,Yes,2176
34,Male,Intermediate,Evening,United Arab Emirates,59,160,Outdoor,73,No,2061
49,Female,Advanced,Afternoon,Qatar,79,361,Outdoor,46,Yes,1730
43,Female,Advanced,Afternoon,France,44,194,Outdoor,92,No,1133
37,Female,Intermediate,Morning,Portugal,75,281,Any,46,Yes,1897
44,Female,Professional,Morning,Denmark,59,359,Outdoor,95,No,1918
45,Male,Professional,Morning,Brazil,52,451,Indoor,65,Yes,1958
21,Male,Professional,Morning,Spain,39,464,Any,45,Yes,1821
50,Male,Beginner,Evening,Spain,78,320,Indoor,118,No,2384
26,Male,Beginner,Morning,Italy,40,236,Outdoor,100,No,1861
22,Female,Professional,Morning,Belgium,88,56,Outdoor,78,Yes,2427
33,Female,Advanced,Afternoon,Belgium,59,272,Outdoor,53,No,1730
32,Male,Advanced,Morning,Italy,90,313,Any,78,No,1445
34,Female,Advanced,Afternoon,Denmark,83,455,Outdoor,114,No,2297
24,Male,Intermediate,Morning,Mexico,63,192,Indoor,99,Yes,1870
22,Male,Advanced,Morning,Portugal,75,80,Indoor,87,Yes,2221
36,Female,Intermediate,Afternoon,United States,53,399,Outdoor,77,Yes,1698
50,Male,Advanced,Morning,Mexico,86,362,Indoor,82,No,1372
18,Female,Beginner,Morning,Denmark,61,343,Outdoor,74,No,2091
21,Male,Intermediate,Afternoon,Italy,82,57,Any,118,Yes,1402
28,Female,Professional,Morning,Brazil,70,39,Indoor,97,Yes,1216
34,Female,Advanced,Morning,Qatar,45,25,Any,43,Yes,1993
55,Female,Advanced,Afternoon,Belgium,82,293,Outdoor,104,Yes,1970
42,Male,Intermediate,Evening,Belgium,87,211,Indoor,77,Yes,1838
41,Male,Professional,Afternoon,Mexico,45,62,Indoor,107,Yes,1613
31,Male,Professional,Morning,Spain,82,387,Indoor,70,Yes,2121
20,Female,Intermediate,Evening,United Kingdom,64,115,Indoor,114,Yes,1456
55,Male,Intermediate,Evening,Spain,38,374,Indoor,113,Yes,1277
36,Female,Professional,Morning,Sweden,85,66,Outdoor,116,Yes,1705
38,Female,Advanced,Morning,United States,81,239,Any,94,Yes,1126
26,Male,Professional,Evening,Spain,51,86,Indoor,59,No,2008
40,Male,Advanced,Afternoon,Finland,52,187,Any,112,No,2316
38,Male,Advanced,Afternoon,Belgium,41,404,Any,100,Yes,2475
37,Male,Professional,Evening,Argentina,66,369,Indoor,47,No,1415
28,Female,Advanced,Evening,Finland,55,253,Indoor,87,No,1543
55,Male,Professional,Morning,Germany,71,156,Outdoor,97,No,1952
44,Female,Professional,Morning,Saudi Arabia,47,495,Outdoor,31,No,1368
42,Female,Professional,Afternoon,Denmark,39,303,Any,31,Yes,2345
37,Male,Professional,Evening,United Kingdom,57,427,Any,95,Yes,1904
39,Female,Intermediate,Morning,Brazil,68,338,Indoor,32,No,1460
39,Male,Intermediate,Afternoon,Portugal,49,311,Indoor,34,Yes,2353
28,Male,Advanced,Morning,Denmark,46,286,Outdoor,37,Yes,1006
19,Male,Intermediate,Morning,Qatar,65,12,Any,99,Yes,1097
35,Female,Advanced,Afternoon,United Arab Emirates,61,410,Outdoor,53,Yes,1391
46,Male,Professional,Evening,France,72,220,Outdoor,72,Yes,2004
38,Male,Advanced,Morning,United Arab Emirates,73,462,Indoor,104,Yes,2400
28,Male,Beginner,Evening,Lebanon,44,83,Any,105,Yes,1692
29,Female,Intermediate,Afternoon,Saudi Arabia,73,441,Outdoor,102,Yes,1683
20,Female,Advanced,Evening,Denmark,47,95,Any,84,No,1614
38,Female,Professional,Evening,Argentina,45,64,Any,93,Yes,2493
41,Male,Beginner,Morning,Chile,54,116,Indoor,95,No,1764
36,Female,Beginner,Evening,United Arab Emirates,84,178,Outdoor,105,No,2115
29,Male,Intermediate,Afternoon,United Arab Emirates,69,206,Indoor,42,Yes,2050
28,Male,Intermediate,Evening,Netherlands,35,258,Indoor,75,Yes,2232
24,Male,Beginner,Morning,United Arab Emirates,37,497,Indoor,75,Yes,1658
20,Female,Advanced,Evening,United Arab Emirates,53,167,Indoor,114,No,1108
25,Male,Intermediate,Evening,Argentina,80,165,Indoor,54,Yes,2143
34,Female,Advanced,Afternoon,Lebanon,71,62,Outdoor,65,Yes,1674
39,Female,Professional,Afternoon,Finland,54,20,Indoor,72,No,2079
52,Male,Intermediate,Evening,United Arab Emirates,36,315,Outdoor,91,No,2112
37,Female,Intermediate,Evening,France,81,450,Any,87,No,1973
45,Female,Intermediate,Evening,Lebanon,53,181,Indoor,73,Yes,1184
26,Male,Beginner,Evening,Argentina,69,494,Any,62,Yes,1247
30,Male,Intermediate,Evening,United States,46,65,Any,91,Yes,1737
37,Male,Professional,Evening,Spain,40,244,Outdoor,87,No,2162
28,Female,Beginner,Morning,Germany,81,254,Any,62,Yes,2414
31,Female,Advanced,Morning,Italy,40,315,Outdoor,54,Yes,2454
42,Female,Beginner,Morning,United Arab Emirates,56,125,Indoor,51,Yes,1901
29,Male,Intermediate,Afternoon,France,75,464,Any,80,No,2335
33,Female,Professional,Evening,Italy,88,308,Indoor,42,Yes,2431
43,Female,Advanced,Morning,Germany,68,74,Outdoor,88,No,1405
