Player_ID,Name,Age,Gender,Skill_Level,Preferred_Play_Time,Location,Win_Rate,Total_Matches_Played,Favorite_Court_Type,Preferred_Play_Style,Average_Match_Duration,Coach_Affiliation,Club_Membership,Rating_Score
5f57a6fc,Player_5241,26,Female,Intermediate,Morning,London,62.45,311,Outdoor,Defensive,70,Yes,No Club,1613
2ded1f68,Player_5242,29,Female,Intermediate,Morning,Cairo,62.7,351,Outdoor,Balanced,85,No,Club A,2174
01a7f44a,Player_5243,31,Female,Professional,Evening,Riyadh,62.87,279,Outdoor,Aggressive,86,No,No Club,1674
9952632e,Player_5244,45,Female,Beginner,Evening,Cairo,60.79,80,Outdoor,Balanced,96,No,No Club,2320
29050ab9,Player_5245,38,Female,Beginner,Morning,Riyadh,62.99,197,Indoor,Defensive,32,Yes,Club C,2233
9de0c915,Player_5246,25,Male,Beginner,Morning,Madrid,73.41,342,Outdoor,Aggressive,51,No,Club B,2302
ee6c74c1,Player_5247,34,Male,Professional,Morning,Riyadh,55.32,482,Any,Balanced,71,Yes,Club A,1003
85826ea1,Player_5248,46,Female,Beginner,Afternoon,Dubai,80.43,210,Outdoor,Balanced,87,No,No Club,1532
dc243b69,Player_5249,40,Female,Advanced,Afternoon,Madrid,75.67,158,Any,Defensive,49,Yes,Club A,1727
e186e6dc,Player_5250,49,Male,Professional,Evening,Beirut,52.03,498,Indoor,Defensive,86,Yes,Club C,2044
46c3bd9c,Player_5251,22,Female,Beginner,Afternoon,Beirut,40.2,253,Indoor,Balanced,32,No,Club A,1181
ad6839da,Player_5252,20,Male,Advanced,Morning,Riyadh,86.12,402,Indoor,Balanced,98,Yes,Club C,2289
8278c56b,Player_5253,38,Male,Intermediate,Morning,Dubai,40.54,175,Any,Aggressive,80,Yes,No Club,2058
073866ea,Player_5254,33,Female,Beginner,Evening,London,67.6,260,Any,Balanced,89,No,No Club,1726
6773d4c5,Player_5255,48,Female,Advanced,Evening,Beirut,83.14,159,Outdoor,Defensive,110,Yes,Club C,1741
abdefac8,Player_5256,51,Male,Advanced,Morning,London,45.24,324,Outdoor,Balanced,51,No,Club C,2495
777d8465,Player_5257,21,Female,Advanced,Afternoon,London,43.82,206,Any,Balanced,118,Yes,No Club,1386
dedb48dc,Player_5258,37,Female,Professional,Afternoon,Cairo,85.9,438,Any,Aggressive,98,No,Club A,2498
93ec89dc,Player_5259,51,Male,Intermediate,Afternoon,Dubai,42.22,219,Any,Aggressive,62,No,Club A,1339
1393a451,Player_5260,42,Female,Professional,Afternoon,Dubai,65.84,408,Any,Balanced,89,Yes,Club B,1871
9f5bd2af,Player_5261,47,Male,Advanced,Evening,Beirut,47.18,479,Indoor,Aggressive,115,Yes,No Club,1789
d2f3d3ca,Player_5262,42,Male,Professional,Morning,Beirut,87.14,422,Outdoor,Defensive,80,No,Club C,2321
71dfb036,Player_5263,48,Female,Beginner,Afternoon,Cairo,44.41,246,Any,Aggressive,47,No,Club C,1692
16ae6206,Player_5264,29,Female,Intermediate,Morning,London,35.7,341,Outdoor,Aggressive,44,No,Club A,1233
90cf8c90,Player_5265,41,Female,Intermediate,Afternoon,London,64.71,319,Indoor,Defensive,118,Yes,No Club,1472
eaaa1188,Player_5266,40,Male,Beginner,Afternoon,Riyadh,60.3,166,Indoor,Aggressive,48,Yes,No Club,2185
c676cfcd,Player_5267,40,Female,Intermediate,Morning,Cairo,53.48,137,Indoor,Balanced,117,No,No Club,1909
3f9b50b7,Player_5268,39,Male,Advanced,Morning,Dubai,45.28,189,Outdoor,Defensive,52,Yes,Club C,1939
61f84f3b,Player_5269,41,Female,Advanced,Afternoon,Cairo,44.42,44,Indoor,Aggressive,95,Yes,Club B,1362
1881896c,Player_5270,48,Female,Advanced,Morning,Dubai,44.91,351,Any,Balanced,101,No,Club B,1235
6b66cd24,Player_5271,47,Female,Advanced,Morning,Cairo,49.95,378,Indoor,Aggressive,102,Yes,Club C,1455
0e8cc0f2,Player_5272,41,Female,Professional,Afternoon,Riyadh,78.49,126,Any,Balanced,68,No,Club A,1401
70f7beb7,Player_5273,37,Male,Advanced,Evening,Cairo,71.21,462,Indoor,Aggressive,56,Yes,Club A,1386
63df0096,Player_5274,51,Female,Advanced,Afternoon,Beirut,55.02,36,Indoor,Balanced,101,No,Club A,2470
19e59e08,Player_5275,19,Male,Beginner,Evening,Dubai,31.58,280,Indoor,Aggressive,103,No,Club C,2170
66ecb46f,Player_5276,39,Male,Beginner,Evening,London,44.36,452,Outdoor,Balanced,115,No,No Club,2314
48ab48ac,Player_5277,54,Male,Professional,Morning,Madrid,60.17,168,Any,Balanced,54,Yes,No Club,1196
f3dd072a,Player_5278,43,Male,Beginner,Evening,Dubai,68.35,144,Indoor,Balanced,118,No,Club B,2250
81afe1ed,Player_5279,35,Male,Professional,Afternoon,Madrid,43.8,199,Outdoor,Balanced,63,No,Club B,2018
25e0b33b,Player_5280,33,Male,Beginner,Evening,Dubai,48.31,56,Outdoor,Aggressive,38,Yes,Club B,1110
febfd621,Player_5281,30,Female,Professional,Afternoon,Riyadh,43.01,277,Any,Defensive,78,Yes,Club A,2152
c36afe4d,Player_5282,38,Female,Professional,Morning,Madrid,47.05,358,Indoor,Defensive,81,No,Club B,2217
ee9d7601,Player_5283,31,Female,Beginner,Morning,Beirut,40.99,393,Outdoor,Aggressive,36,No,Club C,1141
76502f1f,Player_5284,19,Male,Intermediate,Morning,Riyadh,82.46,183,Indoor,Aggressive,67,Yes,Club B,1548
ef1ccbb5,Player_5285,48,Female,Professional,Morning,Dubai,64.75,35,Indoor,Aggressive,78,Yes,Club A,1484
6cf094c0,Player_5286,52,Male,Intermediate,Morning,Beirut,30.13,319,Any,Balanced,99,Yes,Club B,1439
fc1a1682,Player_5287,52,Female,Intermediate,Evening,London,65.13,115,Indoor,Defensive,50,Yes,No Club,2244
3c8f2a94,Player_5288,21,Female,Advanced,Afternoon,Riyadh,80.62,52,Outdoor,Balanced,35,Yes,Club C,1614
4249db81,Player_5289,23,Male,Intermediate,Morning,Dubai,40.24,416,Indoor,Defensive,100,Yes,Club A,1524
a71af2f1,Player_5290,49,Male,Advanced,Afternoon,Dubai,51.12,219,Outdoor,Defensive,120,No,Club A,1627
7046b98e,Player_5291,33,Male,Beginner,Evening,Madrid,64.98,152,Outdoor,Defensive,49,Yes,No Club,1690
92f70e83,Player_5292,50,Female,Intermediate,Morning,Beirut,89.33,351,Outdoor,Balanced,49,No,Club B,2364
99d8be58,Player_5293,20,Male,Professional,Afternoon,London,66.09,170,Indoor,Defensive,70,No,Club B,1817
360f420f,Player_5294,18,Male,Advanced,Morning,Beirut,89.3,403,Indoor,Balanced,95,Yes,No Club,1152
69333c5f,Player_5295,43,Male,Professional,Afternoon,Beirut,69.97,378,Any,Defensive,55,Yes,No Club,2159
1d957768,Player_5296,54,Female,Beginner,Evening,Dubai,74.92,487,Outdoor,Aggressive,109,Yes,Club B,1818
60c83f04,Player_5297,37,Male,Professional,Afternoon,London,49.2,324,Indoor,Balanced,49,Yes,Club A,1462
247b5dbd,Player_5298,45,Female,Advanced,Afternoon,Dubai,89.29,467,Any,Balanced,110,Yes,Club C,1369
bb2c49a8,Player_5299,33,Male,Intermediate,Afternoon,London,64.49,21,Indoor,Balanced,107,No,Club C,2054
1297a71f,Player_5300,22,Male,Professional,Evening,Beirut,89.08,84,Outdoor,Aggressive,31,Yes,Club B,2072
965a32de,Player_5301,34,Male,Beginner,Morning,Beirut,60.08,245,Indoor,Balanced,82,Yes,Club C,1492
61781eb7,Player_5302,47,Female,Beginner,Afternoon,Cairo,83.98,288,Indoor,Defensive,84,Yes,No Club,1834
4fd2c017,Player_5303,49,Male,Intermediate,Evening,Madrid,50.21,474,Indoor,Defensive,43,Yes,No Club,1834
0f684e24,Player_5304,41,Male,Beginner,Evening,London,87.36,40,Outdoor,Defensive,97,No,Club C,1865
3679dd8f,Player_5305,44,Male,Intermediate,Afternoon,Cairo,58.72,195,Indoor,Defensive,77,No,Club A,2138
da36226c,Player_5306,20,Female,Advanced,Evening,Madrid,61.4,346,Any,Defensive,68,No,No Club,1078
f44969cd,Player_5307,53,Female,Professional,Afternoon,London,86.97,310,Indoor,Balanced,43,No,No Club,2224
452eccda,Player_5308,54,Male,Advanced,Morning,Dubai,36.9,456,Any,Aggressive,74,No,Club A,1748
d21aa15f,Player_5309,47,Male,Intermediate,Evening,Riyadh,80.54,341,Any,Aggressive,41,No,Club C,2093
ffb5e231,Player_5310,54,Male,Professional,Morning,Madrid,47.07,310,Indoor,Aggressive,72,No,Club B,1926
24c9e116,Player_5311,47,Female,Professional,Morning,London,56.49,263,Outdoor,Defensive,82,No,Club C,1918
33ef5791,Player_5312,24,Male,Professional,Afternoon,Cairo,71.53,165,Outdoor,Defensive,74,Yes,No Club,2497
bd0d852e,Player_5313,22,Male,Beginner,Evening,Cairo,32.08,185,Any,Aggressive,30,No,Club B,2394
dfeefe48,Player_5314,47,Female,Intermediate,Morning,Madrid,30.02,263,Outdoor,Balanced,49,Yes,No Club,1006
3e5ff509,Player_5315,36,Male,Professional,Afternoon,Madrid,83.33,366,Any,Balanced,115,Yes,No Club,1233
125a8fbc,Player_5316,24,Male,Advanced,Evening,Dubai,55.59,362,Any,Defensive,37,No,Club A,1937
29aa50a4,Player_5317,33,Female,Advanced,Afternoon,Cairo,43.14,230,Outdoor,Balanced,115,No,Club C,1180
996cadfa,Player_5318,39,Female,Beginner,Morning,Beirut,61.44,57,Indoor,Balanced,64,No,Club C,1571
18911403,Player_5319,48,Female,Professional,Morning,Beirut,42.65,178,Indoor,Aggressive,96,No,No Club,1218
968d99e9,Player_5320,28,Female,Intermediate,Morning,Cairo,55.3,385,Outdoor,Aggressive,97,No,No Club,1452
5001b3bd,Player_5321,54,Male,Beginner,Afternoon,Cairo,31.19,426,Any,Aggressive,83,Yes,Club B,1015
7e91ee67,Player_5322,52,Female,Professional,Morning,Cairo,60.56,334,Indoor,Defensive,45,Yes,Club C,1230
981957d6,Player_5323,50,Male,Beginner,Evening,Madrid,85.87,341,Any,Aggressive,108,Yes,No Club,1538
5927cc4e,Player_5324,32,Female,Beginner,Morning,Cairo,74.57,478,Any,Balanced,89,Yes,Club C,2288
f82537d7,Player_5325,36,Male,Professional,Evening,Dubai,51.01,423,Outdoor,Aggressive,62,Yes,Club A,1932
6ea88acd,Player_5326,51,Male,Beginner,Morning,Riyadh,51.19,183,Indoor,Aggressive,83,Yes,Club C,2468
428633e3,Player_5327,52,Male,Professional,Afternoon,Beirut,48.46,425,Any,Defensive,105,No,Club A,1984
356d78c1,Player_5328,21,Female,Advanced,Evening,Dubai,63.23,463,Any,Defensive,90,No,Club A,1969
42500ddd,Player_5329,52,Male,Intermediate,Morning,Riyadh,85.22,399,Indoor,Defensive,74,No,Club B,1292
381eb924,Player_5330,41,Male,Beginner,Morning,Cairo,62.67,95,Any,Aggressive,55,Yes,Club A,1368
b4ef5c71,Player_5331,27,Female,Professional,Afternoon,Beirut,69.62,59,Indoor,Balanced,67,No,Club C,1759
03603b16,Player_5332,35,Female,Intermediate,Afternoon,Riyadh,79.49,99,Any,Aggressive,111,No,Club C,1794
adcebec3,Player_5333,38,Male,Advanced,Evening,London,74.22,200,Indoor,Aggressive,106,No,No Club,1408
d2f9f990,Player_5334,30,Male,Professional,Morning,London,32.72,326,Outdoor,Balanced,48,No,Club A,1565
ca774d52,Player_5335,46,Female,Professional,Morning,Beirut,41.51,398,Any,Defensive,101,Yes,Club B,2480
2e3c6cbc,Player_5336,37,Male,Beginner,Evening,Cairo,79.52,96,Indoor,Aggressive,105,No,Club C,2387
74d7a961,Player_5337,42,Male,Professional,Evening,London,86.53,95,Outdoor,Balanced,34,Yes,Club B,2374
fc43b3b6,Player_5338,51,Male,Advanced,Evening,Riyadh,83.91,266,Any,Aggressive,44,No,Club A,1945
484893ef,Player_5339,33,Male,Intermediate,Morning,Cairo,74.34,259,Outdoor,Defensive,53,No,Club C,2149
b7f71148,Player_5340,51,Female,Professional,Evening,Beirut,38.02,165,Outdoor,Defensive,75,Yes,No Club,1082
7042f923,Player_5341,42,Male,Intermediate,Evening,Dubai,88.71,437,Indoor,Defensive,43,No,Club C,1324
6a708a1c,Player_5342,27,Female,Beginner,Morning,Riyadh,52.05,248,Outdoor,Aggressive,114,Yes,Club C,1006
8de1c25a,Player_5343,43,Female,Beginner,Evening,Dubai,37.82,36,Indoor,Balanced,111,No,Club C,2067
0c492e10,Player_5344,20,Female,Beginner,Afternoon,Riyadh,83.93,327,Outdoor,Balanced,79,Yes,Club C,2470
0545e55e,Player_5345,34,Female,Professional,Morning,Beirut,39.03,330,Any,Aggressive,102,Yes,Club A,2084
a55a8c77,Player_5346,48,Female,Beginner,Morning,Dubai,72.93,112,Any,Balanced,33,No,Club C,1818
77ce6a43,Player_5347,27,Female,Beginner,Morning,London,47.01,411,Outdoor,Balanced,91,No,Club A,1274
b05c3f77,Player_5348,30,Male,Advanced,Evening,Cairo,40.04,344,Indoor,Aggressive,68,Yes,Club C,2375
bf001163,Player_5349,32,Male,Advanced,Afternoon,Madrid,46.47,195,Outdoor,Balanced,34,Yes,Club C,1485
79253de1,Player_5350,40,Male,Professional,Evening,Madrid,65.67,495,Outdoor,Defensive,86,Yes,Club B,2059
f2ea9a1f,Player_5351,47,Female,Professional,Morning,Riyadh,35.53,368,Indoor,Aggressive,38,No,No Club,2077
a64d6205,Player_5352,48,Female,Professional,Morning,Beirut,62.24,11,Outdoor,Aggressive,73,Yes,Club B,1722
bf148d84,Player_5353,24,Male,Advanced,Morning,Riyadh,36.76,132,Indoor,Balanced,118,Yes,Club A,1138
a878b84c,Player_5354,37,Male,Advanced,Evening,Beirut,49.29,496,Any,Aggressive,107,No,Club C,2333
954ab8d5,Player_5355,20,Male,Professional,Evening,Dubai,82.74,83,Indoor,Defensive,79,Yes,Club C,1848
da0ee89a,Player_5356,19,Male,Intermediate,Morning,Beirut,30.01,491,Indoor,Aggressive,107,Yes,Club B,2128
e2c321ae,Player_5357,26,Female,Advanced,Afternoon,Beirut,89.36,325,Indoor,Defensive,98,Yes,Club B,1197
89b147bf,Player_5358,55,Female,Beginner,Evening,Madrid,54.19,249,Any,Defensive,47,No,Club C,2420
3dbc72f3,Player_5359,48,Female,Beginner,Afternoon,Dubai,54.85,187,Any,Aggressive,111,Yes,Club A,1109
dbc23858,Player_5360,26,Female,Intermediate,Morning,Cairo,33.92,173,Outdoor,Balanced,38,No,No Club,2336
a9b76f56,Player_5361,36,Female,Professional,Morning,Madrid,80.13,42,Any,Aggressive,94,Yes,Club B,1725
e0beae56,Player_5362,28,Female,Beginner,Afternoon,Riyadh,64.82,200,Indoor,Defensive,62,Yes,Club C,1760
ca0dd5fe,Player_5363,52,Male,Intermediate,Afternoon,Dubai,41.16,484,Any,Aggressive,78,No,Club B,1207
29ed5fd0,Player_5364,50,Male,Advanced,Afternoon,Dubai,71.57,379,Indoor,Balanced,73,No,Club C,1127
cc97052c,Player_5365,43,Male,Advanced,Evening,Dubai,77.52,27,Outdoor,Balanced,39,Yes,Club C,2492
2ab14a44,Player_5366,29,Male,Professional,Afternoon,Beirut,41.68,326,Indoor,Aggressive,59,No,Club C,1602
522483d0,Player_5367,46,Female,Professional,Afternoon,Madrid,43.78,155,Indoor,Aggressive,109,No,Club B,2019
73ef0746,Player_5368,51,Male,Intermediate,Morning,Beirut,59.66,493,Any,Defensive,51,No,No Club,1029
97100f8b,Player_5369,45,Female,Professional,Morning,Dubai,38.42,331,Outdoor,Balanced,109,Yes,No Club,1905
ce6d3334,Player_5370,25,Male,Professional,Morning,Madrid,82.65,170,Indoor,Aggressive,83,Yes,Club C,2292
d1c36176,Player_5371,43,Male,Advanced,Evening,Riyadh,35.24,278,Any,Balanced,51,Yes,Club A,2035
a54f9c98,Player_5372,35,Female,Beginner,Morning,Dubai,85.32,479,Any,Balanced,58,No,Club B,2194
0026f3be,Player_5373,26,Male,Beginner,Afternoon,Cairo,82.99,393,Outdoor,Balanced,44,No,Club C,2181
826c2e2a,Player_5374,31,Male,Advanced,Afternoon,Cairo,48.09,252,Outdoor,Aggressive,46,Yes,Club C,1952
cd46eab5,Player_5375,39,Female,Professional,Evening,Beirut,75.51,482,Outdoor,Aggressive,32,Yes,Club A,2295
3ea06a2e,Player_5376,33,Male,Advanced,Evening,Riyadh,30.14,408,Outdoor,Aggressive,91,No,Club A,1701
51442419,Player_5377,25,Male,Intermediate,Evening,Cairo,32.93,369,Indoor,Aggressive,33,Yes,No Club,1407
50039540,Player_5378,51,Female,Beginner,Evening,Beirut,73.14,406,Outdoor,Defensive,34,Yes,Club B,1665
a9ba2a8f,Player_5379,51,Female,Advanced,Morning,Cairo,68.09,296,Outdoor,Balanced,32,No,Club C,2290
6a5db382,Player_5380,32,Male,Professional,Evening,Cairo,78.91,432,Indoor,Aggressive,67,Yes,Club B,1264
7bdab5d8,Player_5381,38,Female,Intermediate,Afternoon,Riyadh,69.8,299,Outdoor,Defensive,45,No,Club C,1492
d3636abe,Player_5382,50,Female,Advanced,Morning,Madrid,68.18,103,Outdoor,Aggressive,91,Yes,Club C,1510
87c6cfb4,Player_5383,42,Female,Advanced,Afternoon,London,75.34,387,Any,Balanced,96,No,No Club,1345
b3d4a548,Player_5384,33,Female,Intermediate,Evening,Riyadh,89.44,49,Any,Defensive,110,No,Club B,1521
21efc942,Player_5385,40,Male,Intermediate,Evening,Cairo,53.31,442,Indoor,Aggressive,36,Yes,No Club,1082
28ea8892,Player_5386,43,Female,Professional,Morning,Dubai,70.51,280,Indoor,Aggressive,34,No,No Club,2159
ab08d82d,Player_5387,37,Female,Intermediate,Morning,Riyadh,36.07,253,Outdoor,Defensive,30,Yes,Club A,2453
020620fb,Player_5388,30,Female,Intermediate,Evening,Cairo,36.53,147,Any,Defensive,118,No,No Club,1251
12d865cc,Player_5389,48,Female,Intermediate,Evening,Beirut,53.4,244,Any,Aggressive,49,Yes,Club A,1265
0eaededb,Player_5390,43,Female,Advanced,Afternoon,Dubai,72.5,197,Indoor,Balanced,51,Yes,Club C,1398
753a1297,Player_5391,52,Female,Intermediate,Evening,London,42.18,131,Any,Balanced,41,Yes,Club B,2035
74ce12ac,Player_5392,52,Female,Professional,Evening,Dubai,34.01,274,Indoor,Balanced,119,Yes,No Club,2173
eaa4416a,Player_5393,18,Male,Beginner,Evening,London,58.47,226,Any,Aggressive,38,No,Club C,1324
a2298de5,Player_5394,39,Female,Beginner,Evening,Riyadh,89.16,457,Indoor,Defensive,31,No,No Club,1670
425b7fb2,Player_5395,46,Male,Intermediate,Afternoon,Riyadh,71.86,396,Any,Balanced,83,No,Club A,1445
9b1c864f,Player_5396,28,Male,Intermediate,Evening,Beirut,37.48,136,Outdoor,Aggressive,81,No,Club C,1077
c6d1ea34,Player_5397,50,Male,Intermediate,Afternoon,London,55.23,246,Any,Aggressive,108,No,No Club,2430
2fcc7754,Player_5398,24,Male,Advanced,Morning,Madrid,34.22,209,Indoor,Balanced,90,No,Club A,1185
0d4bd9fe,Player_5399,54,Male,Advanced,Afternoon,Beirut,48.68,310,Outdoor,Defensive,38,Yes,No Club,1978
e0b8be71,Player_5400,31,Male,Intermediate,Afternoon,Riyadh,64.37,350,Outdoor,Aggressive,76,No,Club C,1074
b5c2440f,Player_5401,36,Male,Advanced,Morning,Riyadh,44.4,401,Indoor,Balanced,49,No,No Club,1586
209cde2f,Player_5402,29,Female,Advanced,Afternoon,Madrid,89.25,382,Any,Balanced,108,No,Club B,1583
9fe6deb2,Player_5403,18,Male,Intermediate,Afternoon,Beirut,71.43,303,Indoor,Aggressive,56,No,Club C,1851
edf712ef,Player_5404,25,Female,Professional,Afternoon,Riyadh,51.55,323,Outdoor,Defensive,75,Yes,Club A,1609
9cbac30b,Player_5405,38,Male,Professional,Morning,Dubai,72.88,264,Outdoor,Balanced,88,No,Club B,2477
88d88886,Player_5406,22,Female,Professional,Morning,Cairo,51.77,405,Indoor,Defensive,75,No,Club B,2227
348d368f,Player_5407,18,Female,Intermediate,Afternoon,Beirut,38.6,440,Indoor,Balanced,77,No,Club C,2312
324ba024,Player_5408,25,Male,Intermediate,Evening,Cairo,54.19,12,Outdoor,Aggressive,91,No,Club C,2174
e0613aa3,Player_5409,40,Female,Beginner,Morning,London,33.28,237,Indoor,Defensive,115,No,Club B,1825
b08f404a,Player_5410,34,Female,Beginner,Morning,London,48.76,397,Outdoor,Defensive,36,Yes,Club B,1004
24e251b7,Player_5411,18,Female,Professional,Morning,Dubai,43.94,455,Outdoor,Balanced,100,Yes,Club B,1758
31ad3a80,Player_5412,35,Male,Beginner,Morning,London,77.77,400,Any,Aggressive,86,No,Club C,1408
fe638e1f,Player_5413,43,Male,Professional,Evening,Cairo,59.16,92,Outdoor,Defensive,105,Yes,Club C,2361
3289392c,Player_5414,19,Male,Advanced,Evening,London,48.47,458,Indoor,Balanced,69,No,Club B,1080
f187433b,Player_5415,40,Male,Advanced,Morning,Riyadh,77.87,247,Any,Aggressive,61,Yes,Club C,2317
f62f93a5,Player_5416,41,Male,Beginner,Afternoon,Riyadh,47.98,194,Outdoor,Defensive,32,Yes,Club C,1337
3cec1d81,Player_5417,37,Male,Advanced,Morning,Madrid,75.03,89,Indoor,Defensive,104,No,Club A,2390
c406b03d,Player_5418,21,Female,Professional,Morning,Cairo,78.43,54,Any,Defensive,115,No,Club A,1504
cb9cb1af,Player_5419,19,Female,Professional,Afternoon,Madrid,44.97,341,Outdoor,Defensive,63,Yes,Club C,2382
9073466b,Player_5420,40,Male,Advanced,Evening,Madrid,82.16,229,Outdoor,Balanced,57,No,Club B,1909
07ee315e,Player_5421,28,Male,Advanced,Morning,London,35.82,43,Outdoor,Aggressive,52,Yes,No Club,1303
3c68f865,Player_5422,31,Male,Professional,Afternoon,Cairo,34.97,35,Any,Aggressive,53,Yes,Club A,2324
8000daaa,Player_5423,47,Male,Beginner,Afternoon,Beirut,31.34,234,Outdoor,Balanced,88,Yes,Club C,2283
58af3aed,Player_5424,55,Male,Professional,Evening,Dubai,48.03,193,Indoor,Aggressive,52,Yes,Club A,1676
548280a9,Player_5425,52,Male,Intermediate,Afternoon,Riyadh,37.17,148,Outdoor,Balanced,75,Yes,Club B,1212
a442cb5b,Player_5426,20,Male,Advanced,Evening,Cairo,63.5,382,Any,Aggressive,31,Yes,Club B,2118
665a55cc,Player_5427,47,Male,Professional,Morning,Beirut,65.8,36,Indoor,Aggressive,40,No,Club B,1202
c31ea503,Player_5428,52,Male,Professional,Evening,Riyadh,79.33,104,Indoor,Defensive,103,Yes,Club C,2332
d108c3c8,Player_5429,53,Female,Advanced,Afternoon,Riyadh,47.25,367,Outdoor,Defensive,79,No,Club A,1826
9dc7ab4f,Player_5430,27,Female,Beginner,Morning,London,61.83,66,Outdoor,Aggressive,101,No,No Club,1668
e284996f,Player_5431,44,Female,Professional,Afternoon,Cairo,44.58,61,Indoor,Defensive,73,Yes,Club B,2091
6acb331e,Player_5432,52,Male,Professional,Evening,London,72.63,429,Outdoor,Defensive,44,Yes,No Club,1008
e987e1d0,Player_5433,54,Female,Advanced,Afternoon,Cairo,77.29,178,Any,Balanced,101,No,Club B,1063
17d9a10a,Player_5434,21,Male,Professional,Afternoon,London,74.47,393,Outdoor,Aggressive,87,Yes,Club B,1518
ba92a993,Player_5435,51,Female,Professional,Morning,Beirut,61.31,91,Any,Balanced,75,No,No Club,1984
8e868805,Player_5436,22,Female,Professional,Morning,Beirut,75.38,121,Indoor,Defensive,70,No,No Club,1562
d34acab9,Player_5437,47,Male,Intermediate,Evening,Dubai,39.22,450,Indoor,Defensive,40,No,Club A,1145
4be3a9f1,Player_5438,39,Male,Intermediate,Morning,Dubai,63.73,334,Outdoor,Defensive,53,No,No Club,1095
76196858,Player_5439,36,Female,Professional,Afternoon,Riyadh,82.12,467,Any,Balanced,41,No,No Club,1701
b2110360,Player_5440,34,Female,Professional,Morning,Cairo,35.9,382,Indoor,Aggressive,66,No,No Club,2141
61658177,Player_5441,33,Male,Beginner,Afternoon,London,55.7,29,Any,Defensive,74,Yes,No Club,1239
eb6039b1,Player_5442,33,Female,Professional,Morning,Madrid,77.75,224,Outdoor,Balanced,64,Yes,Club A,1178
1bcc4465,Player_5443,28,Male,Intermediate,Evening,Dubai,40.45,204,Indoor,Aggressive,101,Yes,Club B,2356
ff456119,Player_5444,52,Male,Advanced,Afternoon,Riyadh,85.22,284,Indoor,Balanced,39,Yes,No Club,1100
0360cc36,Player_5445,32,Female,Beginner,Morning,London,35.38,264,Any,Balanced,53,Yes,Club B,1923
88f19fd5,Player_5446,39,Female,Advanced,Evening,Cairo,59.19,389,Indoor,Defensive,83,Yes,Club C,2210
d259d0e5,Player_5447,46,Female,Beginner,Evening,Beirut,31.85,470,Any,Balanced,75,No,Club A,1673
778b3607,Player_5448,55,Male,Beginner,Morning,Dubai,40.45,68,Outdoor,Aggressive,72,Yes,Club C,2373
ebb202af,Player_5449,42,Male,Advanced,Morning,London,64.91,394,Indoor,Defensive,88,No,Club A,2235
a22c3fd7,Player_5450,50,Female,Professional,Evening,London,76.42,130,Indoor,Aggressive,91,Yes,Club A,1606
c67f5e98,Player_5451,40,Female,Beginner,Morning,Cairo,60.55,256,Outdoor,Aggressive,65,Yes,Club C,1680
d924a087,Player_5452,36,Female,Advanced,Morning,Dubai,63.89,343,Indoor,Defensive,112,Yes,Club A,1707
c2664634,Player_5453,53,Male,Intermediate,Morning,London,76.66,151,Any,Balanced,56,Yes,Club B,2299
e43c8ae8,Player_5454,26,Male,Beginner,Morning,Madrid,50.72,89,Outdoor,Defensive,45,Yes,Club B,2024
91721bea,Player_5455,55,Female,Professional,Morning,Dubai,37.46,249,Indoor,Aggressive,44,Yes,Club B,1343
d553745b,Player_5456,37,Female,Advanced,Evening,Dubai,44.73,245,Any,Aggressive,119,No,Club B,1834
3e24abba,Player_5457,29,Male,Intermediate,Morning,Beirut,65.84,267,Indoor,Balanced,93,Yes,No Club,1353
37728d5a,Player_5458,25,Male,Intermediate,Afternoon,Riyadh,53.65,357,Any,Balanced,71,No,Club C,1637
71659ede,Player_5459,53,Male,Advanced,Afternoon,Riyadh,49.85,282,Any,Aggressive,41,Yes,Club C,1191
191a20a4,Player_5460,39,Male,Intermediate,Evening,Dubai,69.94,378,Any,Balanced,105,No,No Club,1310
a72a7c60,Player_5461,33,Female,Beginner,Afternoon,London,52.92,472,Any,Aggressive,106,No,Club B,1901
0e9849da,Player_5462,22,Male,Advanced,Afternoon,Dubai,85.13,192,Indoor,Defensive,118,No,No Club,2461
c8b8d513,Player_5463,38,Male,Beginner,Evening,Beirut,71.93,110,Any,Aggressive,61,Yes,Club C,1579
d86bcefb,Player_5464,43,Female,Beginner,Morning,Riyadh,75.95,66,Any,Defensive,72,No,Club C,1124
96c1f713,Player_5465,50,Male,Professional,Morning,Dubai,65.16,58,Outdoor,Defensive,35,No,Club A,1294
89da54cf,Player_5466,22,Male,Intermediate,Afternoon,Beirut,63.92,313,Any,Aggressive,74,No,Club B,2028
d9a97481,Player_5467,31,Female,Beginner,Morning,Riyadh,67.32,258,Outdoor,Defensive,30,No,Club A,2425
95260176,Player_5468,51,Female,Advanced,Afternoon,Riyadh,49.45,128,Indoor,Balanced,114,Yes,Club B,1377
9d55898d,Player_5469,32,Male,Advanced,Afternoon,London,39.15,361,Indoor,Defensive,54,Yes,Club C,1775
a605d84e,Player_5470,34,Female,Intermediate,Evening,Madrid,44.37,230,Outdoor,Aggressive,115,Yes,Club A,1982
f744d6c7,Player_5471,50,Female,Beginner,Evening,London,53.23,202,Indoor,Aggressive,77,No,Club C,2216
7e745be1,Player_5472,52,Male,Professional,Afternoon,Cairo,76.44,198,Indoor,Balanced,117,Yes,Club C,1756
